item_code,quantity,price,position_name,link_image
G48-002,10,71.80,Amortyzator Tashiko tylny dla Hyundai Accent III MC 2005-2010 348002 314754,https://a.allegroimg.com/original/111a46/db65fb15483fb9d2134a6ebc91d1|https://a.allegroimg.com/original/11cb69/f4ef809b43228159bb025f74dfd4|https://a.allegroimg.com/original/115e5a/92c17d84444991ee35c3e0da8b5c
G43-398,10,62.44,Amortyzator Tashiko tylny dla Hyundai Getz 2002-2010 343398 317596,https://a.allegroimg.com/original/1183fd/d8d161804345bfab21fadf2aaf07|https://a.allegroimg.com/original/11b9b3/7c5951e54d9ebba0c8ddee6be5ad|https://a.allegroimg.com/original/115c90/f9c52bf54f5e80ee19487f44affe
G49-084,10,86.48,"Amortyzator Tashiko tylny dla Hyundai i30 FD, GD, CW ; Kia Ceed 349084",https://a.allegroimg.com/original/11a48f/41906e054ecfbccee8077b271e2d|https://a.allegroimg.com/original/1174e6/a4dee6f14ce08f10faa7bd556f0d|https://a.allegroimg.com/original/112d02/5c5696d4496bafac685677fcdb16
G44-664,2,130.56,Amortyzator Tashiko tylny dla Hyundai Santa Fe III DM,https://a.allegroimg.com/original/1142f3/3f6450a5491b962bca8d8be3a92f|https://a.allegroimg.com/original/115c43/3098ca2749dbaae9bf9597467206|https://a.allegroimg.com/original/119193/92aa439e4b10b7511a12711579e5|https://a.allegroimg.com/original/1151c3/a9c938c84524b86eaa9ff2fb37fe
G49-115,10,95.08,Amortyzator Tashiko tylny dla Kia Sorento JC 2002-- 349115,https://a.allegroimg.com/original/11ec1f/8a8ba3c041f0a64ac700eb76bf7a|https://a.allegroimg.com/original/11b1a7/c7449b494c09973d951390486770|https://a.allegroimg.com/original/11cdf0/bc480f3647ecb7541626d8748f90|https://a.allegroimg.com/original/114a4c/c93f614a460a8fa7d6c3fbba59e6|https://a.allegroimg.com/original/115b7f/0c9ab1dc441f89b2a78c7b7b27af
G44-451,14,72.20,Amortyzator Tashiko tylny dla Kia Sorento JC 2002-2006 344451,https://a.allegroimg.com/original/112cee/cdb7b6c843809e889dc1758d809f|https://a.allegroimg.com/original/11cbee/5fad367f4c99aea5ad38ef176cca|https://a.allegroimg.com/original/11f3fa/904564d045cf93c74541e0e5c80a|https://a.allegroimg.com/original/11b0e3/05553d38452f94bb4155bd582174
G44-359,10,94.64,Amortyzator Tashiko tylny dla Kia Sportage K00 1993-2003 G44-359 344359,https://a.allegroimg.com/original/11d69a/4929263b42e9be8910feb3e209df|https://a.allegroimg.com/original/113273/cf37c50d42c280e3770ee368fa4b|https://a.allegroimg.com/original/116ec0/f8b9efea47bfa83beeb16be35fd0|https://a.allegroimg.com/original/11f3b2/d0960f3441098e66a9f34704048b
G49-244,10,85.68,Amortyzator Tashiko tylny dla Kia Sportage SL Hyundai ix35 349244 316604,https://a.allegroimg.com/original/11d486/8a3c67c940f2a6edca904303bb98|https://a.allegroimg.com/original/11613b/f8751f834679a08baab7e5380fff|https://a.allegroimg.com/original/11d230/855d2880402dbaf272f6639981cb
G49-098,8,90.56,"Amortyzator Tashiko tylny dla Kia Venga, Rio; Hyundai Accent IV 349098",https://a.allegroimg.com/original/11c022/9918069d440abd0c6a4c1dd76ca4|https://a.allegroimg.com/original/11eb35/eaec994d43f6811b4cb324125681|https://a.allegroimg.com/original/11443a/4ffb87d64d3a93ff5823a635c979|https://a.allegroimg.com/original/1118a2/cc521df44af6a129a701694ecaac
G41-824,10,80.00,"Amortyzator Tashiko tylny dla Lada 110, 111, 112 341824 341059 112295",https://a.allegroimg.com/original/1136ca/0eda5bed47bdaf6366de7ad45e65|https://a.allegroimg.com/original/11cfc0/3df5bc5f4a9eb15238beac26a903|https://a.allegroimg.com/original/11da19/846eb029433199a6c6de0b9031fa
G44-363,10,84.88,"Amortyzator Tashiko tylny dla Mazda 6 GG, GY 2002-2007 344363",https://a.allegroimg.com/original/119053/9475558240689817fb98024fb034|https://a.allegroimg.com/original/1126ff/b8bb859e44cab1befcd2f050d1af|https://a.allegroimg.com/original/1193e5/0906209443798dc8f5b925e54ab9
G49-246,4,114.24,Amortyzator Tashiko tylny dla Mazda 6 GJ 2012-- 349246,https://a.allegroimg.com/original/11e6d3/af7b8d7243349c154d19c47c9692|https://a.allegroimg.com/original/111f43/63ed3ef043da940971dca30e8d9a|https://a.allegroimg.com/original/11d44e/abfc044f49e083d93f0c96b54c7f
M34-026,4,106.08,"Amortyzator Tashiko tylny dla Mazda 626 GV, GD 1987-1992; Ford Probe",https://a.allegroimg.com/original/111ae9/851cd59a4960a8d5d595c920f00e|https://a.allegroimg.com/original/11c807/1ed9c2e2443ebf3e39292d4be23a|https://a.allegroimg.com/original/1140ad/fc286ada45bebcbc7839d7104e2f|https://a.allegroimg.com/original/1160d6/49d55622437f9776789bbcf9fa50
G49-219,10,85.68,Amortyzator Tashiko tylny dla Mazda CX-5 2011-2017 349219,https://a.allegroimg.com/original/114b7c/4963557c49f2832613c0bd05b4aa|https://a.allegroimg.com/original/114912/45a5a1c24da8b341d62ee9d8936c|https://a.allegroimg.com/original/11e021/ecdd2c1c41ab81b1a27077be421d
G49-076,10,73.04,Amortyzator Tashiko tylny dla Mazda CX-7 2007-2013349076,https://a.allegroimg.com/original/116b47/5957c7dc4730bf1dada43651a7d0|https://a.allegroimg.com/original/110bd1/594e8bfb486bb59378ec77fc4421|https://a.allegroimg.com/original/117aa3/14a6ed0d44d4baa5de0ca7fb88f4
L53-178,10,93.84,"Amortyzator Tashiko tylny dla Mercedes-Benz 190, 260, 400, 500, 553178",https://a.allegroimg.com/original/11e268/3aa6420b47d1aa2baa6d5f70f641|https://a.allegroimg.com/original/111ddf/5b1c5cd541129570ada9c0fa21bf|https://a.allegroimg.com/original/113c8e/7a4b57cd4fea96715778f5385de7
L53-356,10,105.28,Amortyzator Tashiko tylny dla Mercedes-Benz E-Class W211 553356 317384,https://a.allegroimg.com/original/115b9c/6f5597b74392a0ff4908b1845cff|https://a.allegroimg.com/original/114518/06e88b544479a274b3a44b0b826d|https://a.allegroimg.com/original/116797/9f9487084938aabfba41f14ec0ec
L53-338,10,77.52,"Amortyzator Tashiko tylny dla Mercedes-Benz Viano, Vito W639 553338 317338",https://a.allegroimg.com/original/116593/85f960ff428dbe82ab97a2ff0a7b|https://a.allegroimg.com/original/11d62e/94790c704e558eb4fc45f1100478|https://a.allegroimg.com/original/11847b/0d4ae9d040d8a990059fc6fc5d9d
G43-305,10,68.96,Amortyzator Tashiko tylny dla Mercedes-Benz Vito W638 343305 317342,https://a.allegroimg.com/original/118feb/21dec766428686fed7491805b03e|https://a.allegroimg.com/original/11fa0f/83ca7e174b019d58e05003d3fc4e|https://a.allegroimg.com/original/1105e3/119a57314194b29e6f5e68441a90
L53-306,10,80.88,"Amortyzator Tashiko tylny dla Mercedes-Benz W203, CL203 553306 317268",https://a.allegroimg.com/original/11a6e7/4a4366884d8b859af3929e1bb6e3|https://a.allegroimg.com/original/119d96/5fc30b8e4b31b3799b8b856f0b23|https://a.allegroimg.com/original/11f9ae/f502a8304071a156529c69660580|https://a.allegroimg.com/original/11d88b/8b1eec8141a6883ecc47230ee259
G41-204,6,100.76,"Amortyzator Tashiko tylny dla Mitsubishi Carisma; Volvo S40, V40 341204",https://a.allegroimg.com/original/11d122/f2513e014ebbbde7fc81410e44a1|https://a.allegroimg.com/original/115405/80e88b0f49b29d8d7029da4ee65f|https://a.allegroimg.com/original/1132a3/742bb1e240199256d1fd33e25ae4
G43-411,6,75.08,Amortyzator Tashiko tylny dla Mitsubishi Colt VI Z30,https://a.allegroimg.com/original/11f0d1/8b7a400c4463b99ec87469f4a014|https://a.allegroimg.com/original/11b5c0/50b872f240488342aee83fa50a44|https://a.allegroimg.com/original/118502/d3514f39494f966af2eadaa3146e
G41-142,6,97.12,Amortyzator Tashiko tylny dla Mitsubishi Galant E52- E88 341142,https://a.allegroimg.com/original/118e59/4967672c4d029ff268703148d58f|https://a.allegroimg.com/original/11eb14/7133693c44f883e1035e3cc1e613|https://a.allegroimg.com/original/114e0c/15c89156459d9cec3783698f9692
G41-454,12,82.00,Amortyzator Tashiko tylny dla Mitsubishi Outlander II CW 341454,https://a.allegroimg.com/original/111693/ae8b1b68497d81e9c4fb01cf7b62|https://a.allegroimg.com/original/11e1c4/266c323d4167813a5546f369eae5|https://a.allegroimg.com/original/11845a/2a837d784c0f88960d505cdc6a78
G44-223,8,78.32,"Amortyzator Tashiko tylny dla Mitsubishi Pajero II, Shogun II 344223",https://a.allegroimg.com/original/11039f/87364c3644b3bda4911450b5e1e9|https://a.allegroimg.com/original/111e22/95721c1548308e0ca47562cb3b82|https://a.allegroimg.com/original/114173/a12b7b224915b72c20774b0770dc
G44-300,4,73.44,"Amortyzator Tashiko tylny dla Mitsubishi Pajero, Shogun 344300 316323",https://a.allegroimg.com/original/112892/20cacef0466bbeabe7d01d89ce04|https://a.allegroimg.com/original/11139b/7d96e41e4618a4e52d9d87f90623|https://a.allegroimg.com/original/11120d/9320f25c452ea7af830cf74e4472
G41-186,6,88.12,Amortyzator Tashiko tylny dla Nissan Almera N15 1995-1997 341186,https://a.allegroimg.com/original/11b83c/8ef1d17e4af1bfb983d3261c9e2a|https://a.allegroimg.com/original/1145ea/dcae5a2642d0bf596a6ef543c524|https://a.allegroimg.com/original/11696a/84bff86441a4892adedb7ca8c92d
G41-282,6,88.00,"Amortyzator Tashiko tylny dla Nissan Almera N16, N16E 2000-2006 341282",https://a.allegroimg.com/original/1118e3/4b4e7e8c4624a0e91781468fd131|https://a.allegroimg.com/original/11213b/f6032dd74f8482b644982bfd326d|https://a.allegroimg.com/original/113809/cd221111472ba200197e0cea5771
L51-810,10,72.48,Amortyzator Tashiko tylny dla Nissan Kubistar 2003--,https://a.allegroimg.com/original/11a36c/e6923cba447a8f4165a5294c0621|https://a.allegroimg.com/original/1142d9/479d27cc4a988894a27e1e520367|https://a.allegroimg.com/original/116b1c/b487c8804125b7b310622aa31487
G41-202,6,98.72,Amortyzator Tashiko tylny dla Nissan Maxima A32 1995-2000 341202,https://a.allegroimg.com/original/11df91/7c33fbfa4e5480fdeb8309e0f1b6|https://a.allegroimg.com/original/118e08/be32109242389135be1d28926b21|https://a.allegroimg.com/original/11bb35/d277b45a422dacadd9cf6387ed76
G41-341,6,97.92,Amortyzator Tashiko tylny dla Nissan Maxima A33 2000-2003 341341,https://a.allegroimg.com/original/116b8a/da18bee043bfbb4854511f1bf9e0|https://a.allegroimg.com/original/11fea2/07fcd73b45639b83337132351d1a|https://a.allegroimg.com/original/115b04/d8fa37f24956bc2088e4beebca14
G43-810,4,73.84,"Amortyzator Tashiko tylny dla Nissan Note E11, E12 2006-2012 343810",https://a.allegroimg.com/original/111e6f/bf81ffec4276af6cd4d0f56a6d84|https://a.allegroimg.com/original/11145b/5cec642f4959bdc211692bbabdbb|https://a.allegroimg.com/original/119ba2/67e6ef0a49cfb5ec279e06396f6c
G44-803,10,69.36,Amortyzator Tashiko tylny dla Nissan NV300,https://a.allegroimg.com/original/114108/40f577ca438bb3d60eed6a1c6879|https://a.allegroimg.com/original/11f8bb/0baecf8448cb92c585bd10994c9d|https://a.allegroimg.com/original/113fff/5b6c12db482c9104f11e720ee1c0
G88-909,8,92.20,"Amortyzator Tashiko tylny Hyundai Elantra, i35; Kia Rio, Cerato 554384",https://a.allegroimg.com/original/1696a3/b7a1573d44eda3fc6d4780b53492|https://a.allegroimg.com/original/16c49f/03777bc3455eacc9abfe271a3a8f|https://a.allegroimg.com/original/16ad78/14faecf14d0fbe7f2a0414621b24|https://a.allegroimg.com/original/110e38/712668b84bba8bb24ea8dfeb56cb|https://a.allegroimg.com/original/116fa7/bf2a414e4f1c94ecdf7987a911f3|https://a.allegroimg.com/original/1194a8/e9edcb034233b731a35725940079|https://a.allegroimg.com/original/1126cf/9530131b4e7e9b1aaa1a78020a75
G33-390,6,135.00,Amortyzator Tashiko przód prawy Nissan Tiida C11 2007-2012 333390,https://a.allegroimg.com/original/16d8e0/fb0b20bd443fa8545809a04d0dad|https://a.allegroimg.com/original/161347/2b458a714c5c9b62c68106bbb40f|https://a.allegroimg.com/original/160600/6f843d82499f8e77cfca9918a800
G34-155,4,148.00,"Amortyzator Tashiko przód lewy Mitsubishi Carisma; Volvo S40, V40 334155",https://a.allegroimg.com/original/16645f/2136bda04b88980966c2013ddfc7|https://a.allegroimg.com/original/169bee/1da0bce1457c8fccb63f5ffcedaa|https://a.allegroimg.com/original/167610/ec1aeaee4f3aba4ac2143df75abe|https://a.allegroimg.com/original/11c6d8/cd5cc68d4e4f8a69035f81c2fb56|https://a.allegroimg.com/original/11f9a6/7013787542e4b8ea07715e385c4d|https://a.allegroimg.com/original/11fc8f/505782f244d2999e6cafca2f69d4
G34-197,4,145.00,Amortyzator Tashiko przód prawy Mazda 626 GF 1997-2002 334197,https://a.allegroimg.com/original/162c72/90ce87fe4feb8cd5ceb01b3fa084|https://a.allegroimg.com/original/16862d/477339224cc8b77517818e484a42|https://a.allegroimg.com/original/162e9f/f48648904021b22d2651bbf5be48|https://a.allegroimg.com/original/165f39/50c3fdc549f2822e946e07336890
G33-391,6,135.00,Amortyzator Tashiko przód lewy Nissan Tiida C11 2007-2012 333391,https://a.allegroimg.com/original/169c9c/291ddd9342059dc3ee19b74c8c21|https://a.allegroimg.com/original/16d6e0/45dc2d1a4acb828fa5e6d555a4ad|https://a.allegroimg.com/original/16e3cf/7cc4957244838ae1af3da2567831
G34-198,4,145.00,Amortyzator Tashiko przód lewy Mazda 626 GF 1997-2002 334198,https://a.allegroimg.com/original/166abe/ae42ad464a748a67436bf10e07fc|https://a.allegroimg.com/original/160d85/ffe6f37943b29162766697e591cf|https://a.allegroimg.com/original/16cfee/b3a7d2264198acc15b61d57a741d
G34-213,8,140.00,Amortyzator Tashiko tył prawy Daewoo Leganza 1997-2004 334213,https://a.allegroimg.com/original/16aa87/1d477753462cb1a8444326ae4337|https://a.allegroimg.com/original/1677c7/4ac248634edfae32ca26cca0d253|https://a.allegroimg.com/original/169f62/95d8975843c68b17774d1f7589d9
G34-214,8,140.00,Amortyzator Tashiko tył lewy Daewoo Leganza 1997-2004 334214,https://a.allegroimg.com/original/160915/1636749a4fc7951aa19ebeec9d35|https://a.allegroimg.com/original/163878/84e4bbfd4e7681ebb194ea450352|https://a.allegroimg.com/original/1656fc/76d29add4d1d856b78408396f17c
G34-456,4,145.00,Amortyzator Tashiko przód prawy Mitsubishi Grandis 2004-2011 334456,https://a.allegroimg.com/original/16841d/d40bb8174ec5b0e46d4e43eadcff|https://a.allegroimg.com/original/162e6f/4a7fc548406888bed6f63eababdb|https://a.allegroimg.com/original/16ba47/2f75e10448348eab739662eadcbd|https://a.allegroimg.com/original/118249/68c3f5714974b10ee6a8c8db5979
G34-500,8,120.00,"Amortyzator Tashiko przód prawy Hyundai Santa Fe SM, Veracruz 334500",https://a.allegroimg.com/original/16e284/db3a5813443399a588155efcaca4|https://a.allegroimg.com/original/167555/5943f501498ea70eae226359f391|https://a.allegroimg.com/original/16e898/deca38724917aef5c2dadef1cd50
G34-501,8,120.00,"Amortyzator Tashiko przód lewy Hyundai Santa Fe SM, Veracruz 334501",https://a.allegroimg.com/original/16670e/1b12f34349e2a0b3b06dca4f9366|https://a.allegroimg.com/original/1660f8/28d4e2164967992b5793bc27387e|https://a.allegroimg.com/original/16fef3/67d7979f4922a728f10defd908ba
G35-810,16,134.00,"Amortyzator Tashiko przód Mercedes-Benz Sprinter 901,902,903,904; VW LT 35",https://a.allegroimg.com/original/16fe7a/4c5770644de48a121526af5a1dfc|https://a.allegroimg.com/original/162fb7/c29f47c841dfa5d52eb84fd6b4d0|https://a.allegroimg.com/original/16f7b9/9810f0784bc68be19e24eb85ffbc
G35-819,8,150.00,Amortyzator Tashiko przód Ford Transit 2006-2014 335819,https://a.allegroimg.com/original/16ce8b/161b312d4021992f1c51129bd24c|https://a.allegroimg.com/original/16e2a4/0d4162f74f3e868c5ae4a0888df7|https://a.allegroimg.com/original/16f38c/3775fa964ef28ed3b6566552b66a
G39-029,4,107.00,"Amortyzator Tashiko przód prawy Chevrolet- Daewoo Lacetti, Nubira III",https://a.allegroimg.com/original/163ea9/bd240bd94e5aafe66b87993593c3|https://a.allegroimg.com/original/1614ac/8c6ccefb4ad7a01eb40f1907538d|https://a.allegroimg.com/original/160410/2cecb1324e72bd15ec7f8ab4b954
G39-030,4,107.00,"Amortyzator Tashiko przód lewy Chevrolet / Daewoo Lacetti, Nubira III 2002-",https://a.allegroimg.com/original/165da1/3ca6970b45f0aa86651f83385208|https://a.allegroimg.com/original/168129/68aa6c414a19bd6f69887ce563e4|https://a.allegroimg.com/original/162d01/dbdcb7664baf800be2a220f8fc59
G39-080,8,138.00,Amortyzator Tashiko przód prawy Mitsubishi Outlander XL; Peugeot 4007;,https://a.allegroimg.com/original/161d95/5f87a64e4f1e842a4f15787509a7|https://a.allegroimg.com/original/168848/58b78f0a43e58a4faa60df3571e9|https://a.allegroimg.com/original/16acbf/ad87a7854d0d9b197eb117b75b6d
G39-081,8,138.00,Amortyzator Tashiko przód lewy Mitsubishi Outlander XL; Peugeot 4007;,https://a.allegroimg.com/original/160492/733c230749feb5359cf890131afe|https://a.allegroimg.com/original/16ce0b/17e27dc54d3cb1060da9fdc80fd2|https://a.allegroimg.com/original/16582e/519ff6a14d00b96bcf6ed387178e
G41-054,6,98.00,"Amortyzator Tashiko tył Mitsubishi Galant E11- E34, Sapporo 341054",https://a.allegroimg.com/original/16707f/d94aad094ea6a7160b6ecd514e96|https://a.allegroimg.com/original/163392/daac324241b69091f530a9030e66|https://a.allegroimg.com/original/166158/9f2e1c7c40169dfc2a8cf3a501be
G41-140,6,105.00,"Amortyzator Tashiko tył Mitsubishi Colt CA,CJ, Lancer CB,CK, FTO 341140",https://a.allegroimg.com/original/1627f6/b931f4244237a5c87315fef866b7|https://a.allegroimg.com/original/168a9c/5b3d6572475bb8a712dce853b170|https://a.allegroimg.com/original/169fbe/b6f437334a4a82cca93b665d415f
G41-261,6,98.00,"Amortyzator Tashiko tył Honda CR-V RD1, RD3 1995-2002 341261",https://a.allegroimg.com/original/167a6f/7df95bc04b02b9e10f6a3a4c7975|https://a.allegroimg.com/original/16b736/6546257147c0b1fa2d10a6807f7a|https://a.allegroimg.com/original/167970/372067eb48669c1518ce441718fe
G41-325,6,89.00,"Amortyzator Tashiko tył Nissan Primera P12, WP12 2002-2008 341325",https://a.allegroimg.com/original/16ef0f/126debff46a3931e618648f618d3|https://a.allegroimg.com/original/169127/7d13ba3047c99a1b7672f8903a78|https://a.allegroimg.com/original/167dcb/8e99dc8e4786ab052db99dd5cfd0
G41-339,10,70.00,"Amortyzator Tashiko tył Mercedes-Benz Sprinter 901, 902, 903, 904 341339",https://a.allegroimg.com/original/1650c2/c80bf36b49fcbdc95500bbefa979|https://a.allegroimg.com/original/160d2d/2977f49d4179b2109504a5be180a|https://a.allegroimg.com/original/16bca7/26c697b64423ba39b24cfb383469
G41-368,6,78.00,Amortyzator Tashiko tył Mitsubishi Lancer 9 CS 2003-2013;Chery Elara 341368,https://a.allegroimg.com/original/16aa46/ee3814c1446da2d7f8b51aa5cbe2|https://a.allegroimg.com/original/16e8a1/3ca2cf484d83bdae96abc046b5aa|https://a.allegroimg.com/original/16cd18/8849b3bd4ddba377e2691c4d3ed2|https://a.allegroimg.com/original/16c3e9/69ffa37a4ba0b1358a478a5f0cbd
G41-460,6,102.00,Amortyzator Tashiko przód Hyundai Sonata V NF 2005-2010 341460,https://a.allegroimg.com/original/16ba14/6e7ca221468882779831c8e0af4f|https://a.allegroimg.com/original/1698a9/9ce5073042b29a9654e35734e370|https://a.allegroimg.com/original/166bbe/4140d748449b8f3c6c18294e5c27
G41-463,6,102.00,Amortyzator Tashiko tył Honda CR-V II RD 2001-2007 341463,https://a.allegroimg.com/original/162438/22fd084b4daaa05a40c505ecae91|https://a.allegroimg.com/original/16c6f4/05b895bb44b7b926f241164de98a|https://a.allegroimg.com/original/1680c9/59b4cf51468193832802a211a590
G41-612,8,77.00,"Amortyzator Tashiko przód SsangYoung Actyon, Kyron, Rexton 2002-2006 341612",https://a.allegroimg.com/original/16a781/7973548c4da5ae41104757826421|https://a.allegroimg.com/original/1619ef/895317a34c7ab21e5ac9f19058fa|https://a.allegroimg.com/original/16cd3b/38290f0749b694113fbb71b24b44
G41-731,6,98.00,"Amortyzator Tashiko tył Chevrolet Epica, Evanda; Chery Eastar 2005- 341731",https://a.allegroimg.com/original/16b910/cafdb6ce4511b700c0ed927e2235|https://a.allegroimg.com/original/16b14b/207b90394fd4ba34bfa943b73ad3|https://a.allegroimg.com/original/163fb5/c351c9eb44f9b01fe4bcf5f8c383
G43-319,10,75.00,Amortyzator Tashiko tył VW Sharan 7M: Ford Galaxy WGR; Seat Alhambra 200421,https://a.allegroimg.com/original/161e95/5d559a4449aea2a3826cf83b0208|https://a.allegroimg.com/original/1643f2/db803fb74765bab2d0753aa0d676
G44-256,8,75.00,"Amortyzator Tashiko tył Opel Omega A, B Caravan 1986-2003 344256 553395",https://a.allegroimg.com/original/16e104/026f04844c0a86e542a3442f34b0|https://a.allegroimg.com/original/163a55/e243e5474ea0988be4e420740cf5|https://a.allegroimg.com/original/16a60a/09a1b7cd43f496ae33e058aea072
G44-295,10,75.00,"Amortyzator Tashiko tył Mitsubishi Pajero Sport I, Montero Sport I 317135",https://a.allegroimg.com/original/16a432/3bbc3b90465499fb698e28b216cf|https://a.allegroimg.com/original/1676a7/bd9120c440b2871ab4fcfcfd8073|https://a.allegroimg.com/original/162ad4/17479bc64b0ab6cc537912cb4bf2
G44-703,2,84.00,"Amortyzator Tashiko tył Renault Megane III, Grandtour 2008-- 344703 315011",https://a.allegroimg.com/original/168a06/9d89002944bfacf44ede8d8bc3be|https://a.allegroimg.com/original/16d9c6/38b68d934b69ac085360d98d218e|https://a.allegroimg.com/original/16a21b/3dfbb15e47edb1f321df64464c25
G88-181,1,120.00,Amortyzator Tashiko przód lewy SsangYong Korando 2012-- 4430134002,https://a.allegroimg.com/original/16432a/4a31b49542078e30f37845d2f857|https://a.allegroimg.com/original/1680b2/fd8674064bafb0ef8a6358a2a131|https://a.allegroimg.com/original/168183/68e3a0e8491c9a659adabef9e867|https://a.allegroimg.com/original/166b49/de02642a4e178580e4622c0f0cb3|https://a.allegroimg.com/original/162374/f57577ba4b978ab95add9ca4201a|https://a.allegroimg.com/original/16c102/00f3f567437da0c3988fa5cf1454|https://a.allegroimg.com/original/16fa55/312409b34a6c9119f59af67c6b29
G49-243,10,74.00,"Amortyzator Tashiko tył Kia Optima, Sportage; Hyundai i40 CW, ix35, Sonata",https://a.allegroimg.com/original/169afa/51140d2445d5a08582842dac3fa8|https://a.allegroimg.com/original/1637f2/c7fcce2a46aaa3c40004dc936123|https://a.allegroimg.com/original/1688c1/67b33798459b8e8df0e0c89e4e7d
G39-373,4,135.00,"Amortyzator Tashiko przód prawy Opel Astra J, Zafira P12; Chevrolet 315472",https://a.allegroimg.com/original/169576/fe35bb5f4c259d41873d58e41c4e|https://a.allegroimg.com/original/16afdf/dd040a29449ea96856b9f57c8e94|https://a.allegroimg.com/original/16d63c/68f4bf3442959b3545be969dfc78
G39-374,4,135.00,"Amortyzator Tashiko przód lewy Opel Astra J, Zafira P12; Chevrolet 315471",https://a.allegroimg.com/original/163095/cdf2bce141148e3822a4cd426db3|https://a.allegroimg.com/original/164e3a/2a1ba59e4a6886d0b8819ff36578|https://a.allegroimg.com/original/164e01/4ce9db2243f58fe4805c10062ebb
G43-097,10,55.00,"Amortyzator Tashiko przód Lada Classic 2101-2107, NIVA 1970-2012 170579",https://a.allegroimg.com/original/16037c/dcd336634d7e9612009e54b10b83|https://a.allegroimg.com/original/16d771/005f3cfd4ff9bfbda696a048af34|https://a.allegroimg.com/original/169c87/b587524248d4beab13179a75d8cf|https://a.allegroimg.com/original/16fe3c/b8b1546f42bd929b2dcf93bdfa22|https://a.allegroimg.com/original/16cf4b/6b3e1b574164a843ba9acaa461f4
G44-800,6,85.00,"Amortyzator Tashiko tył Renault Megane II, Grandtour 2002-2010 344800",https://a.allegroimg.com/original/16e217/359d089445d9908347c46b65f970|https://a.allegroimg.com/original/16fb27/a17ee107440690290d4934c5d4d7|https://a.allegroimg.com/original/168c4e/a2b9e95746efb1ed361653f0c3df
G41-704,6,105.00,Amortyzator Tashiko tył BMW 5 Series E60 2001-2010 341704 310245,https://a.allegroimg.com/original/169852/c1ad7e9c4e8fbe494583e10cfafa|https://a.allegroimg.com/original/16b7af/27d4195945639a85e86217297b70|https://a.allegroimg.com/original/163fa5/400ef18d47ff8d922507e2abc3ed
G39-807,7,124.00,Amortyzator Tashiko przód lewy Peugeot 5008; Citroen C4 II 2009-- 315988,https://a.allegroimg.com/original/16a54b/4897912a4cd899ca843870c28e4d|https://a.allegroimg.com/original/16cd84/bd0aee064cdbb8ccb3fc8044942f|https://a.allegroimg.com/original/16724a/9bfa782c44f295154291dc519279|https://a.allegroimg.com/original/1619b5/d6be3b8b42c9b5d10441958fef7b
G39-806,7,124.00,Amortyzator Tashiko przód prawy Peugeot 5008; Citroen C4 II 2009-- 315989,https://a.allegroimg.com/original/1611bc/7255ff474814873607a117dda86e|https://a.allegroimg.com/original/16c648/0968b6324fb9b0a4287c41ce2ece|https://a.allegroimg.com/original/16a6d8/a0b093324fc092efd7203b68d2a6
G34-320,4,150.00,Amortyzator Tashiko przód lewy Toyota Avensis Verso 2001-2009 334320,https://a.allegroimg.com/original/167fe8/eb72c1964275983a542e34619553|https://a.allegroimg.com/original/16418c/c9aab6894d6087407457c588f54c|https://a.allegroimg.com/original/16884d/ccb1cb4a45d9b62fac517e5aeece
G34-319,4,150.00,Amortyzator Tashiko przód prawy Toyota Avensis Verso 2001-2009 334319,https://a.allegroimg.com/original/1625bc/4286632f479c9ffba61b80a0ed3b|https://a.allegroimg.com/original/16c434/2b37f5d54f499ef258069adc82a6|https://a.allegroimg.com/original/162ac9/922b60ae4018a2286ffc14bc264b
G43-459,10,74.00,"Amortyzator Tashiko tył Chevrolet Aveo T300; Opel Corsa D, E 313571",https://a.allegroimg.com/original/162c4e/be2fb87e45969ca986350c598b37|https://a.allegroimg.com/original/168170/45d374614a62b3788a4df0753c5b|https://a.allegroimg.com/original/16fc21/ee7caed543c69e41170da1693349
G88-901,4,102.00,Amortyzator Tashiko przód VW Golf VIII; Skoda Octavia III; Audi A3 230539,https://a.allegroimg.com/original/168ada/9421ead54e19bcd9a883901fb698|https://a.allegroimg.com/original/1631e7/0abee9c1479a8284c637eadd9a0d
G41-841,10,80.00,Amortyzator Tashiko tył Opel Vectra B 1995-2003 341841,https://a.allegroimg.com/original/16b43e/b29c38af463896a5e8d929638698|https://a.allegroimg.com/original/164d01/e363143c4768b7f6fe7cfee95191|https://a.allegroimg.com/original/164c59/7e4c74314837802f3abc7f598add|https://a.allegroimg.com/original/164ee4/5ac901ba48598208ec60a56d175a|https://a.allegroimg.com/original/160914/e8b15ef14449add9aa252fc20d01
G43-098,10,55.00,Amortyzator Tashiko tył Fiat 124 1967-1975: Lada Classic 2101-2107343098,https://a.allegroimg.com/original/168e06/1a1da518491eba6db18d29e4b8ff|https://a.allegroimg.com/original/16c363/fc2ad213402685c2b50ab075ebdb|https://a.allegroimg.com/original/16169e/f6f3c4c24a3c81edf2cabb78ac86|https://a.allegroimg.com/original/169fbd/0bcd026546c9a315705859931708|https://a.allegroimg.com/original/162ad3/c298998f40389d38eb5b8967dfd4|https://a.allegroimg.com/original/16850a/5b48e151490f80da5d989e4e7a28
